player_name,team_abbreviation,age,player_height,pts,reb,season
Rasheed Wallace,BOS,35,210.82,9,4.1,2009-10
Rashard Lewis,ORL,30,208.28,14.1,4.4,2009-10
Randy Foye,WAS,26,193.04,10.1,1.9,2009-10
Randolph Morris,ATL,24,210.82,2.2,1.4,2009-10
Ramon Sessions,MIN,24,190.5,8.2,2.6,2009-10
Rajon Rondo,BOS,24,185.42,13.7,4.4,2009-10
Raja Bell,GSW,33,195.58,11.8,3.8,2009-10
Rafer Alston,MIA,33,187.96,8.2,2.5,2009-10
Quinton Ross,WAS,29,198.12,1.8,0.9,2009-10
Quentin Richardson,MIA,30,198.12,8.9,4.9,2009-10
Primoz Brezec,MIL,30,215.9,0.9,1.2,2009-10
Pops Mensah-Bonsu,TOR,26,205.74,2,1.8,2009-10
Peja Stojakovic,NOH,33,208.28,12.6,3.7,2009-10
Paul Pierce,BOS,32,200.66,18.3,4.4,2009-10
Paul Millsap,UTA,25,203.2,11.6,6.8,2009-10
Paul Davis,WAS,25,210.82,2.5,0,2009-10
Pau Gasol,LAL,29,213.36,18.3,11.3,2009-10
Patty Mills,POR,21,182.88,2.6,0.2,2009-10
Patrick O'Bryant,TOR,24,213.36,1.7,1,2009-10
Othyus Jeffers,UTA,24,195.58,2.6,1.4,2009-10
Raymond Felton,CHA,26,185.42,12.1,3.6,2009-10
Reggie Evans,TOR,30,203.2,3.4,3.8,2009-10
Reggie Williams,GSW,23,198.12,15.2,4.6,2009-10
Renaldo Balkman,DEN,25,203.2,1.1,1.8,2009-10
Sasha Pavlovic,MIN,26,200.66,3.7,1.6,2009-10
Samuel Dalembert,PHI,30,210.82,8.1,9.6,2009-10
Sam Young,MEM,25,198.12,7.4,2.5,2009-10
Ryan Hollins,MIN,25,213.36,6.1,2.8,2009-10
Ryan Gomes,MIN,27,200.66,10.9,4.6,2009-10
Ryan Bowen,OKC,34,205.74,4,2,2009-10
Ryan Anderson,ORL,22,208.28,7.7,3.2,2009-10
Russell Westbrook,OKC,21,190.5,16.1,4.9,2009-10
Rudy Gay,MEM,23,203.2,19.6,5.9,2009-10
Rudy Fernandez,POR,25,198.12,8.1,2.6,2009-10
Royal Ivey,MIL,28,193.04,2.1,0.8,2009-10
Omri Casspi,SAC,22,205.74,10.3,4.5,2009-10
Roy Hibbert,IND,23,218.44,11.7,5.7,2009-10
Ronnie Price,UTA,27,187.96,4.3,1.2,2009-10
Ronnie Brewer,MEM,25,200.66,8.8,3.2,2009-10
Roko Ukic,MIL,25,195.58,3.1,0.2,2009-10
Roger Mason Jr.,SAS,29,195.58,6.3,2.1,2009-10
Rodrigue Beaubois,DAL,22,182.88,7.1,1.4,2009-10
Rodney Stuckey,DET,24,195.58,16.6,3.8,2009-10
Rodney Carney,PHI,26,200.66,4.7,2,2009-10
Robin Lopez,PHX,22,213.36,8.4,4.9,2009-10
Ricky Davis,LAC,30,200.66,4.4,1.6,2009-10
Richard Jefferson,SAS,30,200.66,12.3,4.4,2009-10
Richard Hamilton,DET,32,200.66,18.1,2.7,2009-10
Ronny Turiaf,GSW,27,208.28,4.9,4.5,2009-10
Oliver Lafayette,BOS,26,187.96,7,4,2009-10
Oleksiy Pecherov,MIN,24,213.36,4.5,2.8,2009-10
O.J. Mayo,MEM,22,193.04,17.5,3.8,2009-10
Matt Barnes,ORL,30,200.66,8.8,5.5,2009-10
Marvin Williams,ATL,24,205.74,10.1,5.1,2009-10
Martell Webster,POR,23,200.66,9.4,3.3,2009-10
Marreese Speights,PHI,22,208.28,8.6,4.1,2009-10
Marquis Daniels,BOS,29,198.12,5.6,1.9,2009-10
Mario West,ATL,26,195.58,0.8,0.7,2009-10
Mario Chalmers,MIA,24,185.42,7.1,1.8,2009-10
Mardy Collins,LAC,25,198.12,2.6,1.2,2009-10
Marcus Williams,MEM,24,190.5,4.3,1.5,2009-10
Marcus Thornton,NOH,23,193.04,14.5,2.9,2009-10
Marcus Landry,BOS,24,200.66,2.4,1.1,2009-10
Matt Bonner,SAS,30,208.28,7,3.3,2009-10
Marcus Haislip,SAS,29,208.28,2.5,1,2009-10
Marcus Banks,TOR,28,187.96,5,1,2009-10
Marco Belinelli,TOR,24,195.58,7.1,1.4,2009-10
Marcin Gortat,ORL,26,210.82,3.6,4.2,2009-10
Marc Gasol,MEM,25,215.9,14.6,9.3,2009-10
Manu Ginobili,SAS,32,198.12,16.5,3.8,2009-10
Malik Hairston,SAS,23,198.12,2.1,1,2009-10
Malik Allen,DEN,32,208.28,2.1,1.6,2009-10
Luther Head,IND,27,190.5,7.6,1.7,2009-10
Luol Deng,CHI,25,205.74,17.6,7.3,2009-10
Luke Walton,LAL,30,203.2,2.4,1.3,2009-10
John Salmons,MIL,30,198.12,15.4,3.3,2009-10
Marcus Camby,POR,36,210.82,7.5,11.8,2009-10
Sasha Vujacic,LAL,26,200.66,2.8,1.2,2009-10
Matt Carroll,DAL,29,198.12,1.8,0.5,2009-10
Mehmet Okur,UTA,31,210.82,13.5,7.1,2009-10
Nicolas Batum,POR,21,203.2,10.1,3.8,2009-10
Nick Young,WAS,25,198.12,8.6,1.4,2009-10
Nick Collison,OKC,29,208.28,5.9,5.1,2009-10
Nene,DEN,27,210.82,13.8,7.6,2009-10
Nenad Krstic,OKC,26,213.36,8.4,5,2009-10
Nazr Mohammed,CHA,32,208.28,7.9,5.2,2009-10
Nathan Jawai,MIN,23,208.28,3.2,2.7,2009-10
Nate Robinson,BOS,26,175.26,10.1,2,2009-10
Morris Peterson,NOH,32,200.66,7.1,2.7,2009-10
Monta Ellis,GSW,24,190.5,25.5,4,2009-10
Mo Williams,CLE,27,185.42,15.8,3,2009-10
Maurice Evans,ATL,31,195.58,5.7,1.9,2009-10
Mikki Moore,GSW,34,213.36,5,3,2009-10
Mike Miller,WAS,30,203.2,10.9,6.2,2009-10
Mike James,WAS,35,187.96,4.5,0.8,2009-10
Mike Harris,HOU,27,198.12,2.2,1.8,2009-10
Mike Dunleavy,IND,29,205.74,9.9,3.5,2009-10
Mike Conley,MEM,22,185.42,12,2.4,2009-10
Mike Bibby,ATL,32,187.96,9.1,2.3,2009-10
Mickael Pietrus,ORL,28,198.12,8.7,2.9,2009-10
Michael Redd,MIL,30,198.12,11.9,3,2009-10
Michael Finley,BOS,37,200.66,4.4,1.5,2009-10
Michael Beasley,MIA,21,208.28,14.8,6.4,2009-10
Metta World Peace,LAL,30,200.66,11,4.3,2009-10
Mike Wilks,OKC,31,177.8,4,1,2009-10
Sean Marks,NOH,34,208.28,0.7,1.6,2009-10
Othello Hunter,ATL,24,203.2,1.6,1.7,2009-10
Kosta Koufos,UTA,21,213.36,1.5,1.3,2009-10
Kobe Bryant,LAL,31,198.12,27,5.4,2009-10
Kris Humphries,NJN,25,205.74,7.1,5.5,2009-10
Kurt Thomas,MIL,37,205.74,3,4.2,2009-10
Kwame Brown,DET,28,210.82,3.3,3.7,2009-10
Kyle Korver,UTA,29,200.66,7.2,2.1,2009-10
Kyle Lowry,HOU,24,182.88,9.1,3.6,2009-10
Kyle Weaver,OKC,24,198.12,3,1.5,2009-10
Kyrylo Fesenko,UTA,23,215.9,2.6,1.8,2009-10
LaMarcus Aldridge,POR,24,210.82,17.9,8,2009-10
Lamar Odom,LAL,30,208.28,10.8,9.8,2009-10
Larry Hughes,CHA,31,195.58,9.1,3.2,2009-10
Kirk Hinrich,CHI,29,190.5,10.9,3.5,2009-10
LeBron James,CLE,25,203.2,29.7,7.3,2009-10
Leon Powe,CLE,26,203.2,4,3.1,2009-10
Lester Hudson,MEM,25,190.5,2.3,0.7,2009-10
Lou Amundson,PHX,27,205.74,4.7,4.4,2009-10
Lou Williams,PHI,23,185.42,14,2.9,2009-10
Luc Mbah a Moute,MIL,23,203.2,6.2,5.5,2009-10
Zydrunas Ilgauskas,CLE,35,220.98,7.4,5.4,2009-10
Zaza Pachulia,ATL,26,210.82,4.3,3.8,2009-10
Zach Randolph,MEM,28,205.74,20.8,11.7,2009-10
Yi Jianlian,NJN,22,213.36,12,7.2,2009-10
Yakhouba Diawara,MIA,27,200.66,0.8,0.7,2009-10
Wilson Chandler,NYK,23,203.2,15.3,5.4,2009-10
Leandro Barbosa,PHX,27,190.5,9.5,1.6,2009-10
Willie Green,PHI,28,190.5,8.7,1.8,2009-10
Keyon Dooling,NJN,30,190.5,6.9,1,2009-10
Kevin Martin,HOU,27,200.66,20.6,3.6,2009-10
Jonas Jerebko,DET,23,208.28,9.3,6,2009-10
Sean May,SAC,26,205.74,3.3,1.9,2009-10
Jonathan Bender,NYK,29,213.36,4.7,2.1,2009-10
Jonny Flynn,MIN,21,182.88,13.5,2.4,2009-10
Jordan Farmar,LAL,23,187.96,7.2,1.6,2009-10
Jordan Hill,HOU,22,208.28,5.2,3.7,2009-10
Jose Calderon,TOR,28,190.5,10.3,2.1,2009-10
Josh Boone,NJN,25,208.28,4,5,2009-10
Josh Howard,WAS,30,200.66,12.7,3.6,2009-10
Josh McRoberts,IND,23,208.28,4.3,3,2009-10
Josh Powell,LAL,27,205.74,2.7,1.8,2009-10
Kevin Ollie,OKC,37,187.96,1.8,1,2009-10
Josh Smith,ATL,24,205.74,15.7,8.7,2009-10
Julian Wright,NOH,23,203.2,3.8,2.1,2009-10
Juwan Howard,POR,37,205.74,6,4.6,2009-10
Kareem Rush,LAC,29,198.12,1.3,0.9,2009-10
Keith Bogans,SAS,30,195.58,4.4,2.2,2009-10
Kelenna Azubuike,GSW,26,195.58,13.9,4.6,2009-10
Kendrick Perkins,BOS,25,208.28,10.1,7.6,2009-10
Kenny Thomas,SAC,32,200.66,1.6,3.3,2009-10
Kenyon Martin,DEN,32,205.74,11.5,9.4,2009-10
Kevin Durant,OKC,21,205.74,30.1,7.6,2009-10
Kevin Garnett,BOS,34,210.82,14.3,7.3,2009-10
Kevin Love,MIN,21,208.28,14,11,2009-10
Jrue Holiday,PHI,20,193.04,8,2.6,2009-10
Will Conroy,HOU,27,187.96,1.2,0.6,2009-10
Lindsey Hunter,CHI,39,187.96,1,1.1,2009-10
Stephen Jackson,CHA,32,203.2,20.6,5,2009-10
Tayshaun Prince,DET,30,205.74,13.5,5.1,2009-10
Taylor Griffin,PHX,24,200.66,1.3,0.3,2009-10
T.J. Ford,IND,27,182.88,10.3,3.2,2009-10
Sundiata Gaines,UTA,24,185.42,3.3,0.9,2009-10
Steven Hunter,MEM,28,213.36,2.5,2,2009-10
Steve Novak,LAC,27,208.28,2.1,0.6,2009-10
Steve Nash,PHX,36,190.5,16.5,3.3,2009-10
Steve Blake,LAC,30,190.5,7.3,2.3,2009-10
Will Bynum,DET,27,182.88,10,2.3,2009-10
Stephen Graham,CHA,28,198.12,4.2,1.9,2009-10
Stephen Curry,GSW,22,190.5,17.5,4.5,2009-10
Spencer Hawes,SAC,22,215.9,10,6.1,2009-10
Sonny Weems,TOR,23,198.12,7.5,2.8,2009-10
Solomon Jones,IND,25,208.28,4,2.8,2009-10
Shelden Williams,BOS,26,205.74,3.7,2.7,2009-10
Shawn Marion,DAL,32,200.66,12,6.4,2009-10
Shavlik Randolph,MIA,26,208.28,2.3,2.3,2009-10
Shaun Livingston,WAS,24,200.66,6.9,2.2,2009-10
Shaquille O'Neal,CLE,38,215.9,12,6.7,2009-10
Shannon Brown,LAL,24,193.04,8.1,2.2,2009-10
Shane Battier,HOU,31,203.2,8,4.7,2009-10
Sergio Rodriguez,NYK,24,190.5,6.6,1.3,2009-10
Serge Ibaka,OKC,20,208.28,6.3,5.4,2009-10
Sebastian Telfair,CLE,25,182.88,4.8,1,2009-10
Sean Williams,NJN,23,208.28,2.6,2.3,2009-10
Terrence Williams,NJN,23,198.12,8.4,4.5,2009-10
Thabo Sefolosha,OKC,26,200.66,6,4.7,2009-10
Taj Gibson,CHI,25,205.74,9,7.5,2009-10
Tyler Hansbrough,IND,24,205.74,8.5,4.8,2009-10
Wesley Matthews,UTA,23,195.58,9.4,2.3,2009-10
Wayne Ellington,MIN,22,193.04,6.6,2.1,2009-10
Vladimir Radmanovic,GSW,29,208.28,6.2,4.3,2009-10
Vince Carter,ORL,33,198.12,16.6,3.9,2009-10
Udonis Haslem,MIA,30,203.2,9.9,8.1,2009-10
Tyson Chandler,CHA,27,215.9,6.5,6.3,2009-10
Tyrus Thomas,CHA,23,208.28,9.4,6.2,2009-10
Tyreke Evans,SAC,20,198.12,20.1,5.3,2009-10
Thaddeus Young,PHI,22,203.2,13.8,5.2,2009-10
Ty Lawson,DEN,22,180.34,8.3,1.9,2009-10
Troy Murphy,IND,30,210.82,14.6,10.2,2009-10
Trevor Ariza,HOU,24,203.2,14.9,5.6,2009-10
Trey Gilder,MEM,25,205.74,1,0.5,2009-10
Travis Outlaw,LAC,25,205.74,9.1,3.6,2009-10
Travis Diener,POR,28,185.42,0.7,0.3,2009-10
Tracy McGrady,NYK,31,203.2,8.2,3.1,2009-10
Tony Parker,SAS,28,187.96,16,2.4,2009-10
Tony Battie,NJN,34,210.82,2.4,1.5,2009-10
Tony Allen,BOS,28,193.04,6.1,2.7,2009-10
Toney Douglas,NYK,24,185.42,8.6,1.9,2009-10
Tim Thomas,DAL,33,208.28,7.5,2.3,2009-10
Tim Duncan,SAS,34,210.82,17.9,10.1,2009-10
Theo Ratliff,CHA,37,208.28,3.6,3.2,2009-10
Trenton Hassell,NJN,31,195.58,4.5,2.9,2009-10
Matt Barnes,LAL,31,200.66,6.7,4.3,2010-11
Martell Webster,MIN,24,200.66,9.8,3.2,2010-11
Marreese Speights,PHI,23,208.28,5.4,3.3,2010-11
Marvin Williams,ATL,25,205.74,10.4,4.8,2010-11
Matt Bonner,SAS,31,208.28,7.3,3.6,2010-11
Mehmet Okur,UTA,32,210.82,4.9,2.3,2010-11
Maurice Ager,MIN,27,195.58,3.8,0.5,2010-11
Maurice Evans,WAS,32,195.58,6.3,2.1,2010-11
Melvin Ely,DEN,33,208.28,2.3,2.5,2010-11
Marquis Daniels,BOS,30,198.12,5.5,2.3,2010-11
Matt Carroll,CHA,30,198.12,4.4,1.3,2010-11
Mario West,NJN,27,195.58,3.7,1.8,2010-11
Luther Head,SAC,28,190.5,5.6,1.7,2010-11
Marcus Thornton,SAC,24,193.04,12.8,3.5,2010-11
Marcus Cousin,UTA,24,210.82,1,0.8,2010-11
Marcus Camby,POR,37,210.82,4.7,10.3,2010-11
Marcus Banks,TOR,29,187.96,2,0.3,2010-11
Marco Belinelli,NOH,25,195.58,10.5,1.9,2010-11
Marcin Gortat,PHX,27,210.82,10.2,7.9,2010-11
Marc Gasol,MEM,26,215.9,11.7,7,2010-11
Manu Ginobili,SAS,33,198.12,17.4,3.7,2010-11
Manny Harris,CLE,21,195.58,5.9,2.6,2010-11
Malik Allen,ORL,33,208.28,1.3,1.8,2010-11
Metta World Peace,LAL,31,200.66,8.5,3.3,2010-11
Mario Chalmers,MIA,25,187.96,6.4,2.1,2010-11
Michael Beasley,MIN,22,208.28,19.2,5.6,2010-11
Johan Petro,NJN,25,213.36,3.5,2.8,2010-11
Mickael Pietrus,PHX,29,198.12,7.2,2.2,2010-11
Patrick Ewing,NOH,27,203.2,0.4,0.3,2010-11
Luol Deng,CHI,26,205.74,17.4,5.8,2010-11
Pape Sy,ATL,23,200.66,2.3,1,2010-11
Othyus Jeffers,WAS,25,195.58,5.5,3.9,2010-11
Orien Greene,NJN,29,193.04,1,0,2010-11
Omri Casspi,SAC,23,205.74,8.6,4.3,2010-11
Omer Asik,CHI,24,213.36,2.8,3.7,2010-11
O.J. Mayo,MEM,23,193.04,11.3,2.4,2010-11
Nikola Pekovic,MIN,25,210.82,5.5,3,2010-11
Nicolas Batum,POR,22,203.2,12.4,4.5,2010-11
Nick Young,WAS,26,200.66,17.4,2.7,2010-11
Nick Collison,OKC,30,208.28,4.6,4.5,2010-11
Nene,DEN,28,210.82,14.5,7.6,2010-11
Nenad Krstic,BOS,27,213.36,8.1,4.7,2010-11
Nazr Mohammed,OKC,33,208.28,7.1,4.9,2010-11
Nate Robinson,OKC,27,175.26,6.8,1.5,2010-11
Mustafa Shakur,WAS,26,193.04,2.3,1,2010-11
Morris Peterson,OKC,33,200.66,1,0.8,2010-11
Monta Ellis,GSW,25,190.5,24.1,3.5,2010-11
Mo Williams,LAC,28,185.42,14,2.6,2010-11
Mike Miller,MIA,31,203.2,5.6,4.5,2010-11
Mike Harris,HOU,28,198.12,2,1.3,2010-11
Mike Dunleavy,IND,30,205.74,11.2,4.5,2010-11
Mike Conley,MEM,23,185.42,13.7,3,2010-11
Mike Bibby,MIA,33,187.96,8.6,2.4,2010-11
Michael Redd,MIL,31,198.12,4.4,0.8,2010-11
Luke Walton,LAL,31,203.2,1.7,1.2,2010-11
John Lucas III,CHI,28,180.34,1,0,2010-11
Luke Harangody,CLE,23,200.66,3.9,2.9,2010-11
Kevin Seraphin,WAS,21,205.74,2.7,2.6,2010-11
Kevin Martin,HOU,28,200.66,23.5,3.2,2010-11
Kevin Love,MIN,22,208.28,20.2,15.2,2010-11
Kevin Garnett,BOS,35,210.82,14.9,8.9,2010-11
Kevin Durant,OKC,22,205.74,27.7,6.8,2010-11
Kenyon Martin,DEN,33,205.74,8.6,6.2,2010-11
Kendrick Perkins,OKC,26,208.28,6,8,2010-11
Keith Bogans,CHI,31,195.58,4.4,1.8,2010-11
Juwan Howard,MIA,38,205.74,2.4,2.1,2010-11
Julian Wright,TOR,24,203.2,3.6,2.3,2010-11
Josh Smith,ATL,25,205.74,16.5,8.5,2010-11
Keyon Dooling,MIL,31,190.5,7.1,1.5,2010-11
Josh Powell,ATL,28,205.74,4.1,2.5,2010-11
Josh Howard,WAS,31,200.66,8.4,4.1,2010-11
Josh Childress,PHX,28,203.2,5,2.9,2010-11
Jose Calderon,TOR,29,190.5,9.8,3,2010-11
Jordan Hill,HOU,23,208.28,5.6,4.3,2010-11
Jordan Farmar,NJN,24,187.96,9.6,2.4,2010-11
Jordan Crawford,WAS,22,193.04,11.7,2.5,2010-11
Jonny Flynn,MIN,22,182.88,5.3,1.5,2010-11
Jon Brockman,MIL,24,200.66,2.2,2.9,2010-11
John Wall,WAS,20,193.04,16.4,4.6,2010-11
John Salmons,MIL,31,198.12,14,3.6,2010-11
Patrick Patterson,HOU,22,205.74,6.3,3.8,2010-11
Josh McRoberts,IND,24,208.28,7.4,5.3,2010-11
Luke Ridnour,MIN,30,187.96,11.8,2.8,2010-11
Kirk Hinrich,ATL,30,193.04,10.2,2.5,2010-11
Kosta Koufos,DEN,22,213.36,3.2,2.6,2010-11
Luke Babbitt,POR,22,205.74,1.5,1.3,2010-11
Luis Scola,HOU,31,205.74,18.3,8.2,2010-11
Luc Mbah a Moute,MIL,24,203.2,6.7,5.3,2010-11
Lou Williams,PHI,24,185.42,13.7,2,2010-11
Lou Amundson,GSW,28,205.74,4.3,4,2010-11
Linas Kleiza,TOR,26,203.2,11.2,4.5,2010-11
Lester Hudson,WAS,26,190.5,1.6,0.5,2010-11
Leon Powe,MEM,27,203.2,5.3,2.1,2010-11
Leandro Barbosa,TOR,28,190.5,13.3,1.7,2010-11
LeBron James,MIA,26,203.2,26.7,7.5,2010-11
Lazar Hayward,MIN,24,198.12,3.8,1.7,2010-11
Kobe Bryant,LAL,32,198.12,25.3,5.1,2010-11
Larry Sanders,MIL,22,210.82,4.3,3,2010-11
Landry Fields,NYK,23,200.66,9.7,6.4,2010-11
Lance Stephenson,IND,20,195.58,3.1,1.5,2010-11
Lamar Odom,LAL,31,208.28,14.4,8.7,2010-11
LaMarcus Aldridge,POR,25,210.82,21.8,8.8,2010-11
Kyrylo Fesenko,UTA,24,215.9,2,2,2010-11
Kyle Weaver,UTA,25,198.12,5.6,2,2010-11
Kyle Lowry,HOU,25,182.88,13.5,4.1,2010-11
Kyle Korver,CHI,30,200.66,8.3,1.8,2010-11
Kwame Brown,CHA,29,210.82,7.9,6.8,2010-11
Kurt Thomas,CHI,38,205.74,4.1,5.8,2010-11
Kris Humphries,NJN,26,205.74,10,10.4,2010-11
Larry Owens,WAS,28,200.66,3.3,1.3,2010-11
Patty Mills,POR,22,182.88,5.5,0.8,2010-11
Zaza Pachulia,ATL,27,210.82,4.4,4.2,2010-11
Paul George,IND,21,203.2,7.8,3.7,2010-11
Tracy McGrady,DET,32,203.2,8,3.5,2010-11
Tony Parker,SAS,29,187.96,17.5,3.1,2010-11
Tony Battie,PHI,35,210.82,2.6,2.6,2010-11
Tony Allen,MEM,29,193.04,8.9,2.7,2010-11
Toney Douglas,NYK,25,187.96,10.6,3,2010-11
Timofey Mozgov,DEN,24,215.9,3.6,2.7,2010-11
Tim Duncan,SAS,35,210.82,13.4,8.9,2010-11
Tiago Splitter,SAS,26,210.82,4.6,3.4,2010-11
Theo Ratliff,LAL,38,208.28,0.2,1.3,2010-11
Thaddeus Young,PHI,23,203.2,12.7,5.3,2010-11
Thabo Sefolosha,OKC,27,200.66,5.1,4.4,2010-11
Travis Outlaw,NJN,26,205.74,9.2,4,2010-11
Terrence Williams,HOU,24,198.12,5,2.4,2010-11
Taj Gibson,CHI,26,205.74,7.1,5.7,2010-11
T.J. Ford,IND,28,182.88,5.4,2,2010-11
Sundiata Gaines,NJN,25,185.42,4.6,1.6,2010-11
Steve Novak,SAS,28,208.28,3.5,0.9,2010-11
Steve Nash,PHX,37,190.5,14.7,3.5,2010-11
Steve Blake,LAL,31,190.5,4,2,2010-11
Stephen Jackson,CHA,33,203.2,18.5,4.5,2010-11
Stephen Graham,NJN,29,198.12,3.4,2.1,2010-11
Stephen Curry,GSW,23,190.5,18.6,3.9,2010-11
Spencer Hawes,PHI,23,215.9,7.2,5.7,2010-11
Sonny Weems,TOR,24,198.12,9.2,2.6,2010-11
Tayshaun Prince,DET,31,205.74,14.1,4.2,2010-11
Solomon Jones,IND,26,208.28,3.6,2.9,2010-11
Trevor Ariza,NOH,25,203.2,11,5.4,2010-11
Trey Johnson,LAL,26,195.58,4.3,0.9,2010-11
Joey Graham,CLE,29,200.66,5.2,2.2,2010-11
Zydrunas Ilgauskas,MIA,36,220.98,5,4,2010-11
Zach Randolph,MEM,29,205.74,20.1,12.2,2010-11
Zabian Dowdell,PHX,26,190.5,5,0.8,2010-11
Yi Jianlian,WAS,23,213.36,5.6,3.9,2010-11
Yao Ming,HOU,30,228.6,10.2,5.4,2010-11
Xavier Henry,MEM,20,198.12,4.3,1,2010-11
Wilson Chandler,DEN,24,203.2,15.3,5.7,2010-11
Willie Warren,LAC,21,193.04,1.9,0.6,2010-11
Willie Green,NOH,29,190.5,8.7,2.1,2010-11
Will Bynum,DET,28,182.88,7.9,1.2,2010-11
Trevor Booker,WAS,23,203.2,5.3,3.9,2010-11
Wesley Matthews,POR,24,195.58,15.9,3.1,2010-11
Wayne Ellington,MIN,23,193.04,6.6,1.7,2010-11
Von Wafer,BOS,25,195.58,3.2,0.8,2010-11
Vladimir Radmanovic,GSW,30,208.28,5.1,2.9,2010-11
Vince Carter,PHX,34,198.12,14,3.8,2010-11
Udonis Haslem,MIA,31,203.2,8,8.2,2010-11
Tyson Chandler,DAL,28,215.9,10.1,9.4,2010-11
Tyrus Thomas,CHA,24,208.28,10.2,5.5,2010-11
Tyreke Evans,SAC,21,198.12,17.8,4.8,2010-11
Tyler Hansbrough,IND,25,205.74,11,5.2,2010-11
Ty Lawson,DEN,23,180.34,11.7,2.6,2010-11
Troy Murphy,BOS,31,210.82,3.1,3.2,2010-11
Wesley Johnson,MIN,23,200.66,9,3,2010-11
Solomon Alabi,TOR,23,215.9,0.5,1.2,2010-11
Sherron Collins,CHA,24,180.34,0.9,0.3,2010-11
Shelden Williams,NYK,27,205.74,4.5,4.6,2010-11
Rodney Stuckey,DET,25,195.58,15.5,3.1,2010-11
Rodney Carney,MEM,27,200.66,4.7,1.8,2010-11
Robin Lopez,PHX,23,213.36,6.4,3.2,2010-11
Richard Jefferson,SAS,31,200.66,11,3.8,2010-11
Richard Hamilton,DET,33,200.66,14.1,2.3,2010-11
Renaldo Balkman,NYK,26,203.2,2,0.9,2010-11
Reggie Williams,GSW,24,198.12,9.2,2.7,2010-11
Reggie Evans,TOR,31,203.2,4.4,11.5,2010-11
Raymond Felton,DEN,27,185.42,15.5,3.6,2010-11
Ray Allen,BOS,35,195.58,16.5,3.4,2010-11
Rasual Butler,CHI,32,200.66,4.7,1.6,2010-11
Rodrigue Beaubois,DAL,23,187.96,8.4,1.9,2010-11
Rashard Lewis,WAS,31,208.28,11.7,5.1,2010-11
Ramon Sessions,CLE,25,190.5,13.3,3.1,2010-11
Rajon Rondo,BOS,25,185.42,10.6,4.4,2010-11
Raja Bell,UTA,34,195.58,8,2.6,2010-11
Quinton Ross,NJN,30,198.12,1.6,0.8,2010-11
Quincy Pondexter,NOH,23,198.12,2.8,1.3,2010-11
Quentin Richardson,ORL,31,198.12,4.4,3.1,2010-11
Pops Mensah-Bonsu,NOH,27,205.74,0.3,1.6,2010-11
Pooh Jeter,SAC,27,180.34,4.1,1.1,2010-11
Peja Stojakovic,DAL,34,208.28,8.5,2.3,2010-11
Paul Pierce,BOS,33,200.66,18.9,5.4,2010-11
Paul Millsap,UTA,26,203.2,17.3,7.6,2010-11
Randy Foye,LAC,27,193.04,9.8,1.6,2010-11
Roger Mason Jr.,NYK,30,195.58,2.9,1.7,2010-11
Ronald Dupree,TOR,30,200.66,0.7,1,2010-11
Ronnie Brewer,CHI,26,200.66,6.2,3.2,2010-11
Shawne Williams,NYK,25,205.74,7.1,3.7,2010-11
Shawn Marion,DAL,33,200.66,12.5,6.9,2010-11
Shaun Livingston,CHA,25,200.66,6.6,2,2010-11
Shaquille O'Neal,BOS,39,215.9,9.2,4.8,2010-11
Shannon Brown,LAL,25,193.04,8.7,1.9,2010-11
Shane Battier,MEM,32,203.2,7.6,4.5,2010-11
Serge Ibaka,OKC,21,208.28,9.9,7.6,2010-11
Semih Erden,CLE,24,210.82,4,2.9,2010-11
Sebastian Telfair,MIN,26,182.88,7.2,1.5,2010-11
Sean Marks,POR,35,208.28,1.6,1.4,2010-11
Sasha Vujacic,NJN,27,200.66,9.8,2.8,2010-11
Sasha Pavlovic,BOS,27,200.66,2.5,1,2010-11
Samuel Dalembert,SAC,31,210.82,8.1,8.2,2010-11
Samardo Samuels,CLE,22,205.74,7.8,4.3,2010-11
Sam Young,MEM,26,198.12,7.3,2.4,2010-11
Ryan Hollins,CLE,26,213.36,5.3,2.7,2010-11
Ryan Gomes,LAC,28,200.66,7.2,3.3,2010-11
Ryan Anderson,ORL,23,208.28,10.6,5.5,2010-11
Russell Westbrook,OKC,22,190.5,21.9,4.6,2010-11
Rudy Gay,MEM,24,203.2,19.8,6.2,2010-11
Rudy Fernandez,POR,26,198.12,8.6,2.2,2010-11
Royal Ivey,OKC,29,193.04,1.6,0.6,2010-11
Roy Hibbert,IND,24,218.44,12.7,7.5,2010-11
Ronny Turiaf,NYK,28,208.28,4.2,3.2,2010-11
Ronnie Price,UTA,28,187.96,3.3,1,2010-11
Pau Gasol,LAL,30,213.36,18.8,10.2,2010-11
Joey Dorsey,TOR,27,203.2,3.1,4.4,2010-11
Jrue Holiday,PHI,21,193.04,14,4,2010-11
Joel Anthony,MIA,28,205.74,2,3.5,2010-11
Christian Eyenga,CLE,22,195.58,6.9,2.8,2010-11
Chris Wilcox,DET,28,208.28,7.4,4.8,2010-11
Chris Quinn,SAS,27,187.96,2,0.6,2010-11
Chris Paul,NOH,26,182.88,15.9,4.1,2010-11
Chris Kaman,LAC,29,213.36,12.4,7,2010-11
Chris Johnson,POR,25,210.82,2.4,2.3,2010-11
Chris Duhon,ORL,28,185.42,2.5,1,2010-11
Chris Douglas-Roberts,MIL,24,200.66,7.3,2,2010-11
Chris Bosh,MIA,27,210.82,18.7,8.3,2010-11
