player_name,team_abbreviation,age,player_height,pts,reb,season
Isaiah Canaan,PHI,24,182.88,9.2,1.9,2014-15
Kentavious Caldwell-Pope,DET,22,195.58,12.7,3.1,2014-15
Kenneth Faried,DEN,25,203.2,12.6,8.9,2014-15
John Salmons,NOP,35,198.12,2,1,2014-15
John Wall,WAS,24,193.04,17.6,4.6,2014-15
Johnny O'Bryant III,MIL,22,205.74,2.9,1.9,2014-15
Jon Leuer,MEM,26,208.28,4.5,3.3,2014-15
Jonas Jerebko,BOS,28,208.28,6,3.8,2014-15
Jonas Valanciunas,TOR,23,213.36,12,8.7,2014-15
Jordan Adams,MEM,20,195.58,3.1,0.9,2014-15
Jordan Clarkson,LAL,23,195.58,11.9,3.2,2014-15
Jordan Farmar,LAC,28,187.96,4.6,1.2,2014-15
Jordan Hamilton,LAC,24,200.66,2.7,1.1,2014-15
Jordan Hill,LAL,27,208.28,12,7.9,2014-15
Jorge Gutierrez,MIL,26,190.5,2.7,1.3,2014-15
Jose Calderon,NYK,33,190.5,9.1,3,2014-15
Josh McRoberts,MIA,28,208.28,4.2,2.6,2014-15
Josh Smith,HOU,29,205.74,12.4,6.4,2014-15
Jrue Holiday,NOP,25,193.04,14.8,3.4,2014-15
Julius Randle,LAL,20,205.74,2,0,2014-15
Justin Hamilton,MIN,25,213.36,5.3,3.3,2014-15
Justin Holiday,GSW,26,198.12,4.3,1.2,2014-15
Jusuf Nurkic,DEN,20,210.82,6.9,6.2,2014-15
KJ McDaniels,HOU,22,198.12,7.9,3.2,2014-15
Kalin Lucas,MEM,26,185.42,0,0,2014-15
Kawhi Leonard,SAS,24,200.66,16.5,7.2,2014-15
Kelly Olynyk,BOS,24,213.36,10.3,4.7,2014-15
Kemba Walker,CHA,25,185.42,17.3,3.5,2014-15
Kendall Marshall,MIL,23,193.04,4.2,1,2014-15
Kendrick Perkins,CLE,30,208.28,3.6,4.7,2014-15
Kent Bazemore,ATL,25,195.58,5.2,3,2014-15
Iman Shumpert,CLE,25,195.58,8,3.6,2014-15
Ian Mahinmi,IND,28,210.82,4.3,5.8,2014-15
Ian Clark,DEN,24,190.5,1.9,0.5,2014-15
Dahntay Jones,LAC,34,198.12,0.6,0.3,2014-15
Damian Lillard,POR,24,190.5,21,4.6,2014-15
Damjan Rudez,IND,29,208.28,4.8,0.7,2014-15
Danilo Gallinari,DEN,26,208.28,12.4,3.7,2014-15
Danny Granger,PHX,32,205.74,6.3,2.7,2014-15
Danny Green,SAS,28,198.12,11.7,4.2,2014-15
Dante Cunningham,NOP,28,203.2,5.2,3.9,2014-15
Dante Exum,UTA,19,198.12,4.8,1.6,2014-15
Darius Miller,NOP,25,203.2,0.4,0.2,2014-15
Darius Morris,BKN,24,193.04,2.2,0.7,2014-15
Darrell Arthur,DEN,27,205.74,6.6,2.9,2014-15
Darren Collison,SAC,27,182.88,16.1,3.2,2014-15
David Lee,GSW,32,205.74,7.9,5.2,2014-15
David Stockton,SAC,24,180.34,2.7,0.7,2014-15
David Wear,SAC,24,208.28,0,1,2014-15
David West,IND,34,205.74,11.7,6.8,2014-15
DeAndre Jordan,LAC,26,210.82,11.5,15,2014-15
DeJuan Blair,WAS,26,200.66,1.9,1.9,2014-15
DeMar DeRozan,TOR,25,200.66,20.1,4.6,2014-15
DeMarcus Cousins,SAC,24,210.82,24.1,12.7,2014-15
DeMarre Carroll,ATL,28,203.2,12.6,5.3,2014-15
Dennis Schroder,ATL,21,185.42,10,2.1,2014-15
Deron Williams,BKN,31,190.5,13,3.5,2014-15
Derrick Favors,UTA,23,208.28,16,8.2,2014-15
Derrick Rose,CHI,26,190.5,17.7,3.2,2014-15
Derrick Williams,SAC,24,203.2,8.3,2.7,2014-15
Devin Harris,DAL,32,190.5,8.8,1.8,2014-15
D.J. Augustin,OKC,27,182.88,9.5,2,2014-15
Devyn Marble,ORL,22,198.12,2.3,1.9,2014-15
Courtney Lee,MEM,29,195.58,10.1,2.3,2014-15
Cory Jefferson,BKN,24,205.74,3.7,2.9,2014-15
C.J. Watson,IND,31,187.96,10,2.9,2014-15
CJ McCollum,POR,23,193.04,6.8,1.5,2014-15
CJ Miles,IND,28,198.12,13.5,3.1,2014-15
CJ Wilcox,LAC,24,195.58,2,0.3,2014-15
Cameron Bairstow,CHI,24,205.74,0.6,0.4,2014-15
Carl Landry,SAC,31,205.74,7.2,3.8,2014-15
Carlos Boozer,LAL,33,205.74,11.8,6.8,2014-15
Carmelo Anthony,NYK,31,203.2,24.2,6.6,2014-15
Caron Butler,DET,35,200.66,5.9,2.5,2014-15
Cartier Martin,DET,30,200.66,1.6,0.9,2014-15
Chandler Parsons,DAL,26,205.74,15.7,4.9,2014-15
Channing Frye,ORL,32,210.82,7.3,3.9,2014-15
Charlie Villanueva,DAL,30,210.82,6.3,2.3,2014-15
Chase Budinger,MIN,27,200.66,6.8,3,2014-15
Chris Andersen,MIA,36,208.28,5.3,5,2014-15
Chris Bosh,MIA,31,210.82,21.1,7,2014-15
Chris Copeland,IND,31,203.2,6.2,2.2,2014-15
Chris Douglas-Roberts,LAC,28,200.66,1.6,1,2014-15
Chris Johnson,UTA,25,198.12,5.7,1.9,2014-15
Chris Kaman,POR,33,213.36,8.6,6.5,2014-15
Chris Paul,LAC,30,182.88,19.1,4.6,2014-15
Chuck Hayes,TOR,32,198.12,1.7,1.8,2014-15
Cleanthony Early,NYK,24,203.2,5.4,2.5,2014-15
Clint Capela,HOU,21,208.28,2.7,3,2014-15
Cody Zeller,CHA,22,213.36,7.6,5.8,2014-15
Cole Aldrich,NYK,26,210.82,5.5,5.5,2014-15
Corey Brewer,HOU,29,205.74,11.5,3.7,2014-15
Cory Joseph,SAS,23,190.5,6.8,2.4,2014-15
Bruno Caboclo,TOR,19,205.74,1.3,0.3,2014-15
Dewayne Dedmon,ORL,25,213.36,3.7,5,2014-15
Dirk Nowitzki,DAL,37,213.36,17.3,5.9,2014-15
Gal Mekel,DAL,27,190.5,1.5,0.3,2014-15
Garrett Temple,WAS,29,198.12,3.9,1.7,2014-15
Gary Harris,DEN,20,193.04,3.4,1.2,2014-15
Gary Neal,MIN,30,193.04,10.1,2.4,2014-15
Zaza Pachulia,MIL,31,210.82,8.3,6.8,2014-15
Gerald Green,PHX,29,203.2,11.9,2.5,2014-15
Gerald Henderson,CHA,27,195.58,12.1,3.4,2014-15
Gerald Wallace,BOS,32,200.66,1.1,1.8,2014-15
Giannis Antetokounmpo,MIL,20,210.82,12.7,6.7,2014-15
Gigi Datome,BOS,27,203.2,5,1.4,2014-15
Glen Davis,LAC,29,205.74,4,2.3,2014-15
Glen Rice,WAS,24,198.12,2.2,0.8,2014-15
Glenn Robinson III,PHI,21,200.66,2.1,1.1,2014-15
Goran Dragic,MIA,29,190.5,16.3,3.5,2014-15
Gordon Hayward,UTA,25,203.2,19.3,4.9,2014-15
Gorgui Dieng,MIN,25,210.82,9.7,8.3,2014-15
Grant Jerrett,UTA,21,208.28,2,1.1,2014-15
Greg Monroe,DET,25,210.82,15.9,10.2,2014-15
Greg Smith,DAL,24,208.28,1.9,1.9,2014-15
Greg Stiemsma,TOR,29,210.82,0.8,0.9,2014-15
Greivis Vasquez,TOR,28,198.12,9.5,2.6,2014-15
Harrison Barnes,GSW,23,203.2,10.1,5.5,2014-15
Hassan Whiteside,MIA,26,213.36,11.8,10,2014-15
Hedo Turkoglu,LAC,36,208.28,3.7,1.6,2014-15
Henry Sims,PHI,25,208.28,8,4.9,2014-15
Henry Walker,MIA,27,198.12,7.3,3.4,2014-15
Hollis Thompson,PHI,24,203.2,8.8,2.8,2014-15
Furkan Aldemir,PHI,23,208.28,2.3,4.3,2014-15
Dion Waiters,OKC,23,193.04,11.8,2.4,2014-15
Francisco Garcia,HOU,33,200.66,3.2,1.2,2014-15
Evan Turner,BOS,26,200.66,9.5,5.1,2014-15
Donald Sloan,IND,27,190.5,7.4,2.7,2014-15
Donatas Motiejunas,HOU,24,213.36,12,5.9,2014-15
Dorell Wright,POR,29,205.74,4.6,2.3,2014-15
Doug McDermott,CHI,23,203.2,3,1.2,2014-15
Draymond Green,GSW,25,200.66,11.7,8.2,2014-15
Drew Gooden,WAS,33,208.28,5.4,4.4,2014-15
Drew Gordon,PHI,24,205.74,1.9,2,2014-15
Dwight Buycks,LAL,26,190.5,8.7,2,2014-15
Dwight Howard,HOU,29,210.82,15.8,10.5,2014-15
Dwight Powell,DAL,23,210.82,3.1,1.7,2014-15
Dwyane Wade,MIA,33,193.04,21.5,3.5,2014-15
E'Twaun Moore,CHI,26,193.04,2.7,0.8,2014-15
Earl Barron,PHX,33,213.36,2,1.8,2014-15
Earl Clark,BKN,27,208.28,2.7,2.3,2014-15
Ed Davis,LAL,26,208.28,8.3,7.6,2014-15
Ekpe Udoh,LAC,28,208.28,0.9,0.8,2014-15
Elfrid Payton,ORL,21,193.04,8.9,4.3,2014-15
Elijah Millsap,UTA,27,198.12,5.3,3.2,2014-15
Elliot Williams,PHI,26,196,2.8,0.6,2014-15
Elton Brand,ATL,36,205.74,2.7,2.8,2014-15
Enes Kanter,OKC,23,210.82,15.5,8.9,2014-15
Eric Bledsoe,PHX,25,185.42,17,5.2,2014-15
Eric Gordon,NOP,26,193.04,13.4,2.6,2014-15
Eric Moreland,SAC,23,208.28,0.7,0.3,2014-15
Erick Green,DEN,24,193.04,3.4,0.7,2014-15
Ersan Ilyasova,MIL,28,208.28,11.5,4.8,2014-15
Evan Fournier,ORL,22,200.66,12,2.6,2014-15
Festus Ezeli,GSW,25,210.82,4.4,3.4,2014-15
Zoran Dragic,MIA,26,195.58,1.8,0.5,2014-15
Andrew Nicholson,ORL,26,205.74,6.9,3.6,2015-16
Jarrett Jack,BKN,32,190.5,12.8,4.3,2015-16
Mike Conley,MEM,28,185.42,15.3,2.9,2015-16
Michael Kidd-Gilchrist,CHA,22,200.66,12.7,6.4,2015-16
Michael Carter-Williams,MIL,24,198.12,11.5,5.1,2015-16
Michael Beasley,HOU,27,208.28,12.8,4.9,2015-16
Meyers Leonard,POR,24,215.9,8.4,5.1,2015-16
Metta World Peace,LAL,36,200.66,5,2.5,2015-16
Maurice Harkless,POR,23,205.74,6.4,3.6,2015-16
Matthew Dellavedova,CLE,25,193.04,7.5,2.1,2015-16
Matt Bonner,SAS,36,208.28,2.5,0.9,2015-16
Matt Barnes,MEM,36,200.66,10,5.5,2015-16
Mason Plumlee,POR,26,210.82,9.1,7.7,2015-16
Marvin Williams,CHA,30,205.74,11.7,6.4,2015-16
Marreese Speights,GSW,28,208.28,7.1,3.3,2015-16
Markieff Morris,WAS,26,208.28,12,5.5,2015-16
Markel Brown,BKN,24,190.5,5.9,2,2015-16
Mario Hezonja,ORL,21,203.2,6.1,2.2,2015-16
Mario Chalmers,MIA,30,187.96,10.3,2.6,2015-16
Marcus Thornton,WAS,29,193.04,9.7,2.5,2015-16
Marcus Smart,BOS,22,193.04,9.1,4.2,2015-16
Marcus Morris,DET,26,205.74,14.1,5.1,2015-16
Marco Belinelli,SAC,30,195.58,10.2,1.7,2015-16
Marcin Gortat,WAS,32,210.82,13.5,9.9,2015-16
Andrew Wiggins,MIN,21,203.2,20.7,3.6,2015-16
Marcelo Huertas,LAL,33,190.5,4.5,1.7,2015-16
Marc Gasol,MEM,31,215.9,16.6,7,2015-16
Mike Dunleavy,CHI,35,205.74,7.2,2.7,2015-16
Mike Miller,DEN,36,203.2,1.3,1.1,2015-16
Mike Muscala,ATL,24,210.82,3.3,2,2015-16
Mike Scott,ATL,27,203.2,6.2,2.7,2015-16
Omri Casspi,SAC,28,205.74,11.8,5.9,2015-16
Omer Asik,NOP,29,213.36,4,6.1,2015-16
O.J. Mayo,MIL,28,195.58,7.8,2.6,2015-16
Norris Cole,NOP,27,187.96,10.6,3.4,2015-16
Norman Powell,TOR,23,193.04,5.6,2.3,2015-16
Noah Vonleh,POR,20,205.74,3.6,3.9,2015-16
Nikola Vucevic,ORL,25,213.36,18.2,8.9,2015-16
Nikola Pekovic,MIN,30,210.82,4.5,1.8,2015-16
Nikola Mirotic,CHI,25,208.28,11.8,5.5,2015-16
Nikola Jokic,DEN,21,208.28,10,7,2015-16
Nik Stauskas,PHI,22,198.12,8.5,2.5,2015-16
Nicolas Batum,CHA,27,203.2,14.9,6.1,2015-16
Manu Ginobili,SAS,38,198.12,9.6,2.5,2015-16
Nick Young,LAL,31,200.66,7.3,1.8,2015-16
Nerlens Noel,PHI,22,210.82,11.1,8.1,2015-16
Nene,WAS,33,210.82,9.2,4.5,2015-16
Nemanja Bjelica,MIN,28,208.28,5.1,3.5,2015-16
Nazr Mohammed,OKC,38,208.28,1.6,0.8,2015-16
Nate Robinson,NOP,32,175.26,0,0,2015-16
Myles Turner,IND,20,210.82,10.3,5.5,2015-16
Montrezl Harrell,HOU,22,203.2,3.6,1.7,2015-16
Monta Ellis,IND,30,190.5,13.8,3.3,2015-16
Mo Williams,CLE,33,185.42,8.2,1.8,2015-16
Mitch McGary,OKC,24,208.28,1.3,0.9,2015-16
Mirza Teletovic,PHX,30,205.74,12.2,3.8,2015-16
Miles Plumlee,MIL,27,210.82,5.1,3.8,2015-16
Nick Collison,OKC,35,208.28,2.1,2.9,2015-16
Luol Deng,MIA,31,205.74,12.3,6,2015-16
Luke Babbitt,NOP,27,205.74,7,3.1,2015-16
Luis Scola,TOR,36,205.74,8.7,4.8,2015-16
Kevin Seraphin,NYK,26,208.28,3.9,2.6,2015-16
Kevin Martin,SAS,33,200.66,9.3,2,2015-16
Kevin Love,CLE,27,208.28,16,9.9,2015-16
Kevin Garnett,MIN,40,210.82,3.2,3.9,2015-16
Kevin Durant,OKC,27,205.74,28.2,8.2,2015-16
Kentavious Caldwell-Pope,DET,23,195.58,14.5,3.7,2015-16
Kent Bazemore,ATL,26,195.58,11.6,5.1,2015-16
Kenneth Faried,DEN,26,203.2,12.5,8.7,2015-16
Kendrick Perkins,NOP,31,208.28,2.5,3.5,2015-16
Kendall Marshall,PHI,24,193.04,3.7,0.9,2015-16
Kemba Walker,CHA,26,185.42,20.9,4.4,2015-16
Kelly Oubre Jr.,WAS,20,200.66,3.7,2.1,2015-16
Kevon Looney,GSW,20,205.74,1.8,2,2015-16
Kelly Olynyk,BOS,25,213.36,10,4.1,2015-16
Kawhi Leonard,SAS,25,200.66,21.2,6.8,2015-16
Karl-Anthony Towns,MIN,20,213.36,18.3,10.5,2015-16
KJ McDaniels,HOU,23,198.12,2.4,1.1,2015-16
Jusuf Nurkic,DEN,21,213.36,8.2,5.5,2015-16
Justise Winslow,MIA,20,200.66,6.4,5.2,2015-16
Justin Holiday,CHI,27,198.12,4.5,1.7,2015-16
Justin Harper,BKN,26,208.28,2.6,0.2,2015-16
Justin Anderson,DAL,22,198.12,3.8,2.4,2015-16
Julius Randle,LAL,21,205.74,11.3,10.2,2015-16
Jrue Holiday,NOP,26,193.04,16.8,3,2015-16
Josh Smith,HOU,30,205.74,6,3.5,2015-16
Josh Richardson,MIA,22,198.12,6.6,2.1,2015-16
Keith Appling,ORL,24,185.42,1.2,0.2,2015-16
Orlando Johnson,NOP,27,195.58,3.7,2.1,2015-16
Khris Middleton,MIL,24,203.2,18.2,3.8,2015-16
Klay Thompson,GSW,26,200.66,22.1,3.8,2015-16
Luis Montero,POR,23,200.66,1.2,0.3,2015-16
Lucas Nogueira,TOR,23,213.36,2.2,1.6,2015-16
Luc Mbah a Moute,LAC,29,203.2,3.1,2.3,2015-16
Lou Williams,LAL,29,185.42,15.3,2.5,2015-16
Lou Amundson,NYK,33,205.74,1.8,1.7,2015-16
Lorenzo Brown,DET,25,195.58,2.5,0.9,2015-16
Leandro Barbosa,GSW,33,190.5,6.4,1.7,2015-16
LeBron James,CLE,31,203.2,25.3,7.4,2015-16
Lavoy Allen,IND,27,205.74,5.4,5.4,2015-16
Larry Nance Jr.,LAL,23,205.74,5.5,5,2015-16
Langston Galloway,NYK,24,187.96,7.6,3.5,2015-16
Lance Thomas,NYK,28,203.2,8.2,2.2,2015-16
Kirk Hinrich,ATL,35,193.04,3,1.5,2015-16
Lance Stephenson,MEM,25,195.58,8.3,3.2,2015-16
LaMarcus Aldridge,SAS,30,210.82,18,8.5,2015-16
Kyrie Irving,CLE,24,190.5,19.6,3,2015-16
Kyle Singler,OKC,28,203.2,3.4,2.1,2015-16
Kyle O'Quinn,NYK,26,208.28,4.8,3.8,2015-16
Kyle Lowry,TOR,30,182.88,21.2,4.7,2015-16
Kyle Korver,ATL,35,200.66,9.2,3.3,2015-16
Kyle Anderson,SAS,22,205.74,4.5,3.1,2015-16
Kristaps Porzingis,NYK,20,220.98,14.3,7.3,2015-16
Kris Humphries,ATL,31,205.74,6.5,4.1,2015-16
Kostas Papanikolaou,DEN,25,203.2,2.6,1.5,2015-16
Kosta Koufos,SAC,27,213.36,6.8,5.4,2015-16
Kobe Bryant,LAL,37,198.12,17.6,3.7,2015-16
Lamar Patterson,ATL,24,195.58,2.4,1.4,2015-16
Josh McRoberts,MIA,29,208.28,3.6,2.5,2015-16
Otto Porter Jr.,WAS,23,203.2,11.6,5.2,2015-16
PJ Tucker,PHX,31,198.12,8,6.2,2015-16
Tony Allen,MEM,34,193.04,8.4,4.6,2015-16
Toney Douglas,NOP,30,187.96,8.7,2.3,2015-16
Tobias Harris,DET,23,205.74,14.7,6.7,2015-16
Timofey Mozgov,CLE,29,215.9,6.3,4.4,2015-16
Tim Hardaway Jr.,ATL,24,198.12,6.4,1.7,2015-16
Tim Frazier,NOP,25,185.42,5.1,2.2,2015-16
Tim Duncan,SAS,40,210.82,8.6,7.3,2015-16
Tibor Pleiss,UTA,26,220.98,2,1.3,2015-16
Tiago Splitter,ATL,31,210.82,5.6,3.3,2015-16
Thomas Robinson,BKN,25,208.28,4.3,5.1,2015-16
Thanasis Antetokounmpo,NYK,23,200.66,3,0.5,2015-16
Thaddeus Young,BKN,28,203.2,15.1,9,2015-16
Thabo Sefolosha,ATL,32,200.66,6.4,4.5,2015-16
Terry Rozier,BOS,22,187.96,1.8,1.6,2015-16
Terrence Ross,TOR,25,200.66,9.9,2.5,2015-16
Terrence Jones,HOU,24,205.74,8.7,4.2,2015-16
Tayshaun Prince,MIN,36,205.74,2.9,1.9,2015-16
Tarik Black,LAL,24,205.74,3.4,4,2015-16
Taj Gibson,CHI,31,205.74,8.6,6.9,2015-16
TJ Warren,PHX,22,203.2,11,3.1,2015-16
T.J. McConnell,PHI,24,187.96,6.1,3.1,2015-16
Steven Adams,OKC,22,213.36,8,6.7,2015-16
Steve Novak,MIL,33,208.28,2.4,0.5,2015-16
Steve Blake,DET,36,190.5,4.4,1.5,2015-16
Stephen Curry,GSW,28,190.5,30.1,5.4,2015-16
Tony Parker,SAS,34,187.96,11.9,2.4,2015-16
Tony Snell,CHI,24,200.66,5.3,3.1,2015-16
Tony Wroten,NYK,23,198.12,8.4,2.6,2015-16
Trevor Ariza,HOU,31,203.2,12.7,4.5,2015-16
Zaza Pachulia,DAL,32,210.82,8.6,9.4,2015-16
Zach Randolph,MEM,34,205.74,15.3,7.8,2015-16
Zach LaVine,MIN,21,195.58,14,2.8,2015-16
Xavier Munford,MEM,24,190.5,5.7,2.2,2015-16
Willie Reed,BKN,26,208.28,4.7,3.1,2015-16
Willie Cauley-Stein,SAC,22,213.36,7,5.3,2015-16
Will Barton,DEN,25,198.12,14.4,5.8,2015-16
Wesley Matthews,DAL,29,195.58,12.5,3.1,2015-16
Wesley Johnson,LAC,28,200.66,6.9,3.1,2015-16
Wayne Ellington,BKN,28,193.04,7.7,2.3,2015-16
Vince Carter,MEM,39,198.12,6.6,2.4,2015-16
Victor Oladipo,ORL,24,193.04,16,4.8,2015-16
Stanley Johnson,DET,20,200.66,8.1,4.2,2015-16
Udonis Haslem,MIA,36,203.2,1.6,2,2015-16
Tyson Chandler,PHX,33,215.9,7.2,8.7,2015-16
Tyreke Evans,NOP,26,198.12,15.2,5.2,2015-16
Tyler Zeller,BOS,26,213.36,6.1,3,2015-16
Tyler Johnson,MIA,24,193.04,8.7,3,2015-16
Tyler Hansbrough,CHA,30,205.74,2.4,2,2015-16
Tyler Ennis,MIL,21,190.5,4.5,1.6,2015-16
Ty Lawson,IND,28,180.34,5.7,1.8,2015-16
Troy Daniels,CHA,24,193.04,5.6,1.3,2015-16
Tristan Thompson,CLE,25,205.74,7.8,9,2015-16
Trey Lyles,UTA,20,208.28,6.1,3.7,2015-16
Trey Burke,UTA,23,185.42,10.6,1.8,2015-16
Trevor Booker,UTA,28,203.2,5.9,5.7,2015-16
Tyus Jones,MIN,20,187.96,4.2,1.3,2015-16
Spencer Hawes,CHA,28,215.9,6,4.3,2015-16
Spencer Dinwiddie,CHI,23,198.12,4.8,1.4,2015-16
Sonny Weems,PHX,29,198.12,2.5,1.2,2015-16
Ricky Rubio,MIN,25,193.04,10.1,4.3,2015-16
Richaun Holmes,PHI,22,208.28,5.6,2.6,2015-16
Richard Jefferson,CLE,36,200.66,5.5,1.7,2015-16
Reggie Jackson,DET,26,190.5,18.8,3.2,2015-16
Reggie Bullock,DET,25,200.66,3.3,1.8,2015-16
Raymond Felton,DAL,32,185.42,9.5,3.2,2015-16
Ray McCallum,SAS,25,190.5,3.3,1.1,2015-16
Raul Neto,UTA,24,185.42,5.9,1.5,2015-16
Rasual Butler,SAS,37,200.66,2.7,1.2,2015-16
Rashad Vaughn,MIL,19,198.12,3.1,1.3,2015-16
Randy Foye,OKC,32,193.04,5.9,1.9,2015-16
Ramon Sessions,WAS,30,190.5,9.9,2.5,2015-16
Robert Covington,PHI,25,205.74,12.8,6.3,2015-16
Rakeem Christmas,IND,24,205.74,4,1,2015-16
RJ Hunter,BOS,22,195.58,2.7,1,2015-16
Quincy Acy,SAC,25,200.66,5.2,3.2,2015-16
Phil Pressey,POR,25,180.34,3.3,1.3,2015-16
Paul Pierce,LAC,38,200.66,6.1,2.7,2015-16
Paul Millsap,ATL,31,203.2,17.1,9,2015-16
Paul George,IND,26,205.74,23.1,7,2015-16
Pau Gasol,CHI,35,213.36,16.5,11,2015-16
Patty Mills,SAS,27,182.88,8.5,2,2015-16
Patrick Patterson,TOR,27,205.74,6.9,4.3,2015-16
Patrick Beverley,HOU,27,185.42,9.9,3.5,2015-16
Pat Connaughton,POR,23,195.58,1.1,0.9,2015-16
Pablo Prigioni,LAC,39,190.5,2.5,1.9,2015-16
Rajon Rondo,SAC,30,185.42,11.9,6,2015-16
PJ Hairston,MEM,23,198.12,6.2,2.6,2015-16
Robert Sacre,LAL,27,213.36,3.5,2.9,2015-16
Rodney Hood,UTA,23,203.2,14.5,3.4,2015-16
Solomon Hill,IND,25,200.66,4.2,2.8,2015-16
Shelvin Mack,UTA,26,190.5,8.6,2.5,2015-16
Shayne Whittington,IND,25,210.82,1.6,1.7,2015-16
Shaun Livingston,GSW,30,200.66,6.3,2.2,2015-16
Shane Larkin,BKN,23,180.34,7.3,2.3,2015-16
Shabazz Napier,ORL,24,185.42,3.7,1,2015-16
Shabazz Muhammad,MIN,23,198.12,10.5,3.3,2015-16
Seth Curry,SAC,25,187.96,6.8,1.4,2015-16
Sergey Karasev,BKN,22,200.66,2.4,1.5,2015-16
Serge Ibaka,OKC,26,208.28,12.6,6.8,2015-16
Sean Kilpatrick,BKN,26,193.04,11.1,1.8,2015-16
Sasha Vujacic,NYK,32,200.66,4.9,2.4,2015-16
Robin Lopez,NYK,28,213.36,10.3,7.3,2015-16
Sasha Kaun,CLE,31,210.82,0.9,1,2015-16
Salah Mejri,DAL,30,218.44,3.7,3.6,2015-16
Ryan Kelly,LAL,25,210.82,4.2,3.4,2015-16
Ryan Hollins,MEM,31,213.36,3.4,2.6,2015-16
Ryan Anderson,NOP,28,208.28,17,6,2015-16
Russell Westbrook,OKC,27,190.5,23.5,7.8,2015-16
Russ Smith,MEM,25,182.88,1.5,0.6,2015-16
Rudy Gobert,UTA,24,215.9,9.1,11,2015-16
Rudy Gay,SAC,29,203.2,17.2,6.5,2015-16
Roy Hibbert,LAL,29,218.44,5.9,4.9,2015-16
Ronnie Price,PHX,33,187.96,5.3,1.6,2015-16
Rondae Hollis-Jefferson,BKN,21,200.66,5.8,5.3,2015-16
Rodney Stuckey,IND,30,195.58,8.9,2.7,2015-16
Sam Dekker,HOU,22,205.74,0,0.3,2015-16
Jose Calderon,NYK,34,190.5,7.6,3.2,2015-16
Josh Huestis,OKC,24,200.66,2.8,2,2015-16
Jordan Mickey,BOS,21,203.2,1.3,0.8,2015-16
Cory Jefferson,PHX,25,205.74,2.8,2,2015-16
Corey Brewer,HOU,30,205.74,7.2,2.4,2015-16
Cole Aldrich,LAC,27,210.82,5.5,4.8,2015-16
Cody Zeller,CHA,23,213.36,8.7,6.2,2015-16
Clint Capela,HOU,22,208.28,7,6.4,2015-16
Cliff Alexander,POR,20,203.2,1.3,0.8,2015-16
Cleanthony Early,NYK,25,203.2,1.8,1.5,2015-16
Chuck Hayes,LAC,33,198.12,2,4,2015-16
Christian Wood,PHI,20,210.82,3.6,2.2,2015-16
Chris Paul,LAC,31,182.88,19.5,4.2,2015-16
Chris McCullough,BKN,21,210.82,4.7,2.8,2015-16
Chris Kaman,POR,34,213.36,2.8,1.5,2015-16
Cory Joseph,TOR,24,190.5,8.5,2.6,2015-16
Chris Johnson,UTA,26,198.12,2.9,1.9,2015-16
Chris Bosh,MIA,32,210.82,19.1,7.4,2015-16
Chris Andersen,MEM,37,208.28,3.9,3.6,2015-16
Chase Budinger,PHX,28,200.66,4.1,2.3,2015-16
Charlie Villanueva,DAL,31,210.82,5.1,2.5,2015-16
Channing Frye,CLE,33,210.82,6.1,3.3,2015-16
Chandler Parsons,DAL,27,208.28,13.7,4.7,2015-16
Caron Butler,SAC,36,200.66,3.7,1.3,2015-16
Carmelo Anthony,NYK,32,203.2,21.8,7.7,2015-16
Carl Landry,PHI,32,205.74,9.8,4.1,2015-16
Cameron Payne,OKC,21,190.5,5,1.5,2015-16
Cameron Bairstow,DET,25,205.74,1.9,1.6,2015-16
CJ Wilcox,LAC,25,195.58,3,0.5,2015-16
Chris Copeland,MIL,32,205.74,2.1,0.4,2015-16
CJ Miles,IND,29,198.12,11.8,2.7,2015-16
Coty Clarke,BOS,23,200.66,2,0.3,2015-16
Cristiano Felicio,CHI,23,208.28,3.4,3.3,2015-16
Devin Booker,PHX,19,198.12,13.8,2.5,2015-16
Derrick Williams,NYK,25,203.2,9.3,3.7,2015-16
Derrick Rose,CHI,27,190.5,16.4,3.4,2015-16
Derrick Favors,UTA,24,208.28,16.4,8.1,2015-16
Deron Williams,DAL,32,190.5,14.1,2.9,2015-16
Dennis Schroder,ATL,22,185.42,11,2.6,2015-16
Delon Wright,TOR,24,195.58,3.8,1.4,2015-16
DeMarre Carroll,TOR,29,203.2,11,4.7,2015-16
DeMarcus Cousins,SAC,25,210.82,26.9,11.5,2015-16
DeMar DeRozan,TOR,26,200.66,23.5,4.5,2015-16
DeJuan Blair,WAS,27,200.66,2.1,2,2015-16
DeAndre Jordan,LAC,27,210.82,12.7,13.8,2015-16
Courtney Lee,CHA,30,195.58,9.6,2.6,2015-16
David West,SAS,35,205.74,7.1,4,2015-16
Darrun Hilliard,DET,23,198.12,4,1.2,2015-16
Darren Collison,SAC,28,182.88,14,2.3,2015-16
Darrell Arthur,DEN,28,205.74,7.5,4.2,2015-16
Dante Cunningham,NOP,29,203.2,6.1,3,2015-16
Danny Green,SAS,29,198.12,7.2,3.8,2015-16
Danilo Gallinari,DEN,27,208.28,19.5,5.3,2015-16
Damjan Rudez,MIN,30,205.74,2.3,0.6,2015-16
Damien Inglis,MIL,21,203.2,1.8,1.6,2015-16
Damian Lillard,POR,25,190.5,25.1,4,2015-16
Dahntay Jones,CLE,35,198.12,13,5,2015-16
